Seed;BankId;Deposits;Loans;Capital;NPL;CAR;GovBonds;InterbankNet;Failed
1;0;3375700996.04;253011057.66;882157873.92;0.023500;3.077400;1875883051.88;0.00;false
1;1;1748435261.45;166490928.33;498047221.84;0.027800;2.776600;1008732199.11;0.00;false
1;2;1245948427.21;100292327.74;371632736.45;0.037000;3.394500;728215537.18;0.00;false
1;3;1287091642.66;120956918.11;351186866.31;0.044200;2.719600;732466398.27;0.00;false
1;4;1294132487.90;121845031.63;385642705.78;0.033300;2.928300;748553832.00;0.00;false
1;5;631195492.54;58111258.24;193656718.31;0.036200;3.046400;371075747.01;0.00;false
1;6;7013042050.82;611926617.93;1864096834.52;0.031700;2.821300;3948526133.58;0.00;false
2;0;3072171139.79;279872353.36;827060471.72;0.031200;2.666400;1676786431.59;0.00;false
2;1;1988694303.50;210375362.59;549620595.77;0.032700;2.421000;1135660392.61;0.00;false
2;2;1062502654.37;103731079.66;307391671.40;0.048500;2.731600;615426544.75;0.00;false
2;3;1482339878.31;159520544.48;399714327.76;0.028000;2.335600;848456648.76;0.00;false
2;4;1317589769.05;126950894.71;409233229.58;0.020500;2.945800;759679311.13;0.00;false
2;5;411201373.87;44617414.42;143626226.60;0.048300;2.959400;245475710.56;0.00;false
2;6;7077312783.30;626929825.21;1870324400.25;0.038900;2.771600;3930342924.30;0.00;false
3;0;3653582668.57;279496907.96;967766099.70;0.023600;3.105100;2023868191.11;0.00;false
3;1;2429045931.26;199442197.14;712677511.57;0.036800;3.300900;1382756979.15;0.00;false
3;2;1402839939.27;122166118.99;445157205.29;0.029700;3.253100;812395814.22;0.00;false
3;3;967190298.44;111721462.50;290988438.83;0.036700;2.448700;565468288.96;0.00;false
3;4;1350769024.63;111661193.50;415858910.69;0.040700;3.409600;776545397.24;0.00;false
3;5;398139800.58;36001085.44;144460582.09;0.048600;3.612400;243164258.90;0.00;false
3;6;6601225571.54;557819065.03;1804065226.66;0.040200;3.004200;3722682945.22;0.00;false
4;0;3199828265.62;265699358.28;764086167.11;0.016400;2.567100;1742231465.08;0.00;false
4;1;1939934440.13;204071816.53;518870326.79;0.017000;2.359100;1104207963.88;0.00;false
4;2;1379921353.26;123325758.06;356119792.39;0.021200;2.636200;778314529.51;0.00;false
4;3;1387411031.84;127528992.64;336417567.05;0.031400;2.452600;768874030.09;0.00;false
4;4;1163422753.40;104900888.81;336542916.28;0.023500;2.962100;661880713.46;0.00;false
4;5;410904071.59;42204885.38;134791659.25;0.040000;2.922100;242035335.69;0.00;false
4;6;7822541853.41;674755516.55;1853777455.38;0.021000;2.525600;4278547502.75;0.00;false
5;0;2732014960.59;240029388.74;706139280.81;0.029100;2.624900;1539483012.06;0.00;false
5;1;2080719847.20;186260470.74;626226611.42;0.027500;3.088200;1205531615.75;0.00;false
5;2;1535176920.17;123638689.21;426194286.07;0.026700;3.176000;892463281.62;0.00;false
5;3;931857618.94;106246296.53;285960325.97;0.036000;2.534000;557029327.67;0.00;false
5;4;1519593561.33;121253223.66;408694226.94;0.016700;3.072000;877006258.48;0.00;false
5;5;584348228.99;60128117.24;199863810.89;0.064300;2.916000;357302194.54;0.00;false
5;6;6963144776.03;593904028.91;1784308741.70;0.035200;2.777100;3969001616.91;0.00;false
6;0;3153361010.62;252667739.99;796967276.09;0.031500;2.826400;1734289506.02;0.00;false
6;1;1775740270.34;186110422.66;509288030.98;0.026900;2.537400;1023801303.44;0.00;false
6;2;1301519365.43;110093269.00;371510068.55;0.038200;3.105700;743709482.07;0.00;false
6;3;1224717233.32;129470814.36;341854870.10;0.036100;2.488700;705128653.11;0.00;false
6;4;1250744186.43;103768359.94;363142795.34;0.027800;3.220900;709854265.97;0.00;false
6;5;528788667.49;49734006.94;172268355.35;0.039400;3.066100;317526342.31;0.00;false
6;6;7639894344.12;600673683.64;1973374380.85;0.035800;3.040700;4253656011.94;0.00;false
7;0;2654215416.79;225194021.47;678850797.69;0.023400;2.696400;1497398340.08;0.00;false
7;1;1837157660.05;185799708.99;495214441.27;0.021100;2.468900;1066921133.20;0.00;false
7;2;1824799350.72;145604395.44;480659296.82;0.018000;3.012300;1054869791.22;0.00;false
7;3;1159117997.53;129290094.29;329642993.32;0.027700;2.383400;677226918.73;0.00;false
7;4;1264861318.91;118933754.59;343291706.68;0.015000;2.665000;740955093.08;0.00;false
7;5;491157578.83;45357410.89;159665004.23;0.037300;3.225600;298460998.32;0.00;false
7;6;6973319411.58;607152839.48;1844367930.21;0.025000;2.816400;3967863319.57;0.00;false
8;0;2826246249.73;242505718.11;751372077.21;0.024700;2.775500;1612508400.59;0.00;false
8;1;1906938493.09;167704732.32;535252589.25;0.034200;2.951300;1118775042.89;0.00;false
8;2;1420084634.95;120657272.73;407670427.54;0.036400;3.105300;839594713.36;0.00;false
8;3;1290113783.30;146277412.84;376519109.72;0.027000;2.356800;767934579.90;0.00;false
8;4;978471758.06;97911819.91;287686914.17;0.037000;2.718700;585682695.43;0.00;false
8;5;447748959.98;42426188.68;145538833.98;0.035200;3.141600;276436297.84;0.00;false
8;6;7267291990.21;617041192.48;1931513101.02;0.027300;2.907900;4170157556.88;0.00;false
9;0;3588234057.29;298045401.00;881383776.44;0.022500;2.650500;2010785771.83;0.00;false
9;1;2164513867.70;199172213.22;574094905.47;0.022700;2.659800;1251144938.65;0.00;false
9;2;1101028353.68;104902213.15;310372352.00;0.031700;2.703400;651444631.97;0.00;false
9;3;1032731146.19;108122729.76;316244865.57;0.032600;2.743400;608354986.54;0.00;false
9;4;1425716005.85;113850121.09;380196420.16;0.024400;2.957700;828155102.09;0.00;false
9;5;483201411.12;44418270.82;151406484.39;0.057000;3.077300;289412421.15;0.00;false
9;6;6827625861.11;551306187.13;1771856210.32;0.031500;2.941800;3846695637.28;0.00;false
10;0;2566302606.31;215799932.25;719486636.93;0.026700;2.966500;1430672818.21;0.00;false
10;1;1828360900.10;171222860.67;547608675.19;0.045500;2.920000;1051235517.31;0.00;false
10;2;1371786797.36;110721744.29;379798139.97;0.019200;3.118400;794365007.54;0.00;false
10;3;1176314891.66;116446020.33;352783880.09;0.031000;2.841700;677190050.50;0.00;false
10;4;1496418620.19;125854151.87;394172983.83;0.017600;2.858600;860173557.98;0.00;false
10;5;781209907.19;75643796.49;236894109.95;0.026200;2.901700;455108917.95;0.00;false
10;6;7432642973.25;592376127.36;2002380975.62;0.035400;3.111800;4158298678.81;0.00;false
